,name,meter_score,audience_score,rating,genre,cast,director,time,studio,runtime,box_office,movie_synopsis,actor_score
99,Win Win,94,85,R,"'Comedy', 'Drama'","'Paul Giamatti', 'Amy Ryan', 'Bobby Cannavale', 'Jeffrey Tambor', 'Burt Young', 'Melanie Lynskey', 'Alex Shaffer', 'Margo Martindale', 'David Thompson', 'David W. Thompson', 'Mike Diliello', 'Nina Arianda', 'Marcia Haufrecht', 'Sharon Wilkins', 'Clare Foley', 'Penelope Kindred', 'Tim Ransom', 'Nicholas Somers', 'Jacqueline Brogan', 'Marceline Hugot', 'Michael Goodwin', 'Earl Baker Jr.', 'Edmund Ikeda', 'Joseph Tiboni', 'Edwin Thompson', 'Pam Levine', 'Darren C. Goldstein', 'Michael D. Davey', 'Ann M. Hayes', 'Rudy Lanzillotta II', 'Christopher Lantz', 'Ryan Arnel', 'Kevin Antero', 'Chris Sarro', 'Dante Porrazzo', 'Dariusz M. Uczkowski', 'Chris Federlin', 'Nicholas LaBarbera', 'Nicholas Lopez', 'Quinn Knauer', 'Austin Ward', 'Jonathan Anderson', 'Delon Richards', 'Chris Loew', 'Dean Shmudy', 'John Goncalves'",'Tom McCarthy',2011-03-18,'Fox Searchlight Pictures',106,10100000.0,"Paul Giamatti headlines writer/director Tom McCarthy's comedy drama centering on a beleaguered attorney and part-time wrestling coach who schemes to keep his practice from going under by acting as the legal caretaker of an elderly client. Mike Flaherty (Giamatti) thinks he has discovered the perfect loophole to keep his practice in business. But his brilliant plan hits an unexpected hitch when his client's troubled grandson shows up looking for a place to stay. With his home life in turmoil and both of his careers in jeopardy, Mike quickly realizes that he'll have to get creative in order to find a way out of his current predicament. ~ Jason Buchanan, Rovi",110
100,Born To Be Wild,98,84,G,'Documentary',"'Morgan Freeman', 'Dr. Birute Mary Galdikas', 'Daphn",'David Lickley',2011-04-08,"'Warner Bros.', 'IMAX'",40,25057256.0,"Born to be Wild 3D is an inspired story of love, dedication and the remarkable bond between humans and animals. This film documents orphaned orangutans and elephants and the extraordinary people who rescue and raise them-saving endangered species one life at a time. Captured in IMAX 3D, Born to be Wild is a heartwarming adventure transporting moviegoers into the lush rainforests of Borneo with world-renowned primatologist Dr. Birute Galdikas, and across the rugged Kenyan savannah with celebrated elephant authority Dame Daphne Sheldrick, as they and their teams rescue, rehabilitate and return these incredible animals back to the wild.-- (C) Warner Bros",89
101,50/50,93,88,R,"'Comedy', 'Drama'","'Joseph Gordon-Levitt', 'Seth Rogen', 'Anna Kendrick', 'Bryce Dallas Howard', 'Anjelica Huston', 'Serge Houde', 'Andrew Airlie', 'Matt Frewer', 'Philip Baker Hall', 'Donna Yamamoto', 'Sugar Lyn Beard', 'Sarah Smyth', 'Peter Kelamis', 'Jessica Parker Kennedy', 'Daniel Bacon', 'P. Lynn Johnson', 'Laura Bertram', 'Matty Finochio', ""Luisa D'Oliveira"", 'Veena Sood', 'Jason Vaisvila', 'Brent Sheppard', 'Marie Avgeropoulos', 'Adrian McMorran', 'Stephanie Belding', 'Andrea Brooks', 'Ryan W. Smith', 'Karen Van Blankenstin', ""William 'Bigsleeps' Stewart"", 'Bonnie Bollivar', 'Yee Jee Tso', 'Beatrice Ilg', 'Chilton Crane', 'Amitai Marmorstein', 'Lauren Miller', 'Will Reiser', 'Richard C. Burton', 'Neil Corbett', 'Christopher De Schuster', 'Karolina Sabat', 'Susan McLellan'",'Jonathan Levine',2011-09-30,'Summit Entertainment',100,35005118.0,"Inspired by a true story, 50/50 is an original story about friendship, love, survival and finding humor in unlikely places. Joseph Gordon-Levitt and Seth Rogen star as best friends whose lives are changed by a cancer diagnosis in this new comedy directed by Jonathan Levine from a script by Will Reiser. 50/50 is the story of a guy's transformative and, yes, sometimes funny journey to health - drawing its emotional core from Will Reiser's own experience with cancer and reminding us that friendship and love, no matter what bizarre turns they take, are the greatest healers. -- (C) Summit Entertainment",263
102,Bridesmaids,90,76,R,'Comedy',"'Kristen Wiig', 'Maya Rudolph', 'Rose Byrne', 'Wendi McLendon-Covey', 'Ellie Kemper', 'Melissa McCarthy', ""Chris O'Dowd"", 'Jill Clayburgh', 'Jon Hamm', 'Michael Hitchcock', 'Kali Hawk', 'Joseph A. Nuñez', 'Rebel Wilson', 'Matt Lucas', 'Greg Tuculescu', 'Steve Bannos', 'Hugh Dane', 'Franklyn Ajaye', 'Tim Heidecker', 'Lynne Marie Stewart', 'Andy Buckley (II)', 'Molly Buffington', 'Matt Bennett', 'Nancy Carell', 'Melanie Hutsell', 'Jessica St. Clair', 'Eloy Casados', 'Dana Powell', 'Mitch Silpa', 'Annie Mumolo', 'Ben Falcone', 'Angelina Acedo', 'Mia Rose Frampton', 'Joel Madison', 'Angelica Acedo', 'R.F. Daley', 'Jordan Black', 'David Hoffman', 'Richard Riehle', 'Jimmy Brogan', 'Carnie Wilson', 'Chynna Phillips', 'Wendy Dawn Wilson', 'Tom Yi', 'Elaine Kao', 'Terry Crews', 'Jillian Bell', 'Ariane Price', 'Frederik Hamel'",'Paul Feig',2011-05-13,'Universal Studios',125,166500000.0,"This spring, Universal Pictures and producer Judd Apatow (Knocked Up, The 40-Year-Old Virgin) invite you to experience Bridesmaids. Kristen Wiig leads the cast as Annie, a maid of honor whose life unravels as she leads her best friend, Lillian (Maya Rudolph), and a group of colorful bridesmaids (Rose Byrne, Melissa McCarthy, Wendi McLendon-Covey and Ellie Kemper) on a wild ride down the road to matrimony. Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she'll show Lillian and her bridesmaids just how far you'll go for someone you love. -- (C) Universal",234
103,The Guard,95,81,R,"'Comedy', 'Mystery & Suspense'","'Brendan Gleeson', 'Don Cheadle', 'Rory Keenan', 'Liam Cunningham', 'David Wilmot', 'Mark Strong (II)', 'Fionnula Flanagan', 'Dominique McElligott', 'Sarah Greene (II)', 'Katarina Cas', 'Wale Ojo', 'Ronan Collins', 'Conor Moloney', 'Laura Hitchings', 'Declan Mannion', 'Sharon Kearney', 'Laurence Kirlan', 'David Pearse', 'Laurence Kinlan', 'Michael Og Lane', 'Owen Sharpe', 'Eamonn Olwill', 'Yuyang Shields', ""Mark O'Halloran"", 'Pat Shortt', 'Gary Lydon', 'Gay McKeon', 'Mary Corcoran', 'Darren Healy', 'Giedrius Nagys', 'Colm Gannon', 'Dermot Healy', 'Johnny McDonagh', 'Dominick Hewitt', 'Gary Robinson', 'Paraic Nialand', 'John Patrick Beirne', ""Liam O'Conghaile"", 'Christopher Kilmartin'",'John Michael McDonagh',2011-07-29,'Sony Pictures Classics',96,5359774.0,"The Guard is a comedic fish-out-of-water tale of murder, blackmail, drug trafficking and rural police corruption. Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle (Brendan Gleason) is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett (Don Cheadle) assigned to the case. -- (C) Sony Pictures",62
104,Tomboy,97,82,NR,"'Art House & International', 'Drama'","'Zoé Héran', 'Jeanne Disson', 'Malonn Lévana', 'Sophie Cattani', 'Mathieu Demy', 'Yohan Véro', 'Noah Véro', 'Cheyenne Lainé', 'Ryan Boubekri'",'Céline Sciamma',2011-11-16,'Dada Films',82,100000.0,"A French family with two daughters, 10-year-old Laure and 6-year-old Jeanne, moves to a new neighborhood during the summer holidays. With her Jean Seberg haircut and tomboy ways, Laure is immediately mistaken for a boy by the local kids and passes herself off as Michael. Filmmaker Céline Sciamma brings a light and charming touch to this drama of childhood gender confusion. Zoe Heran as Laure/Michael and Malonn Levanna as Jeanne are nothing less than brilliant. This is a relationship movie: relationships between children, and the even more complicated one between one's heart and body. -- (C) Rocket Releasing",0
105,Pina,95,81,PG,"'Documentary', 'Musical & Performing Arts'","'Pina Bausch', 'Regina Advento', 'Malou Airaudo', 'Ruth Amarante', 'Jorge Puerta Armenta', 'Rainer Behr', 'Andrey Berezin', 'Damiano Ottavio Bigi', 'Ales Cucek', 'Clémentine Deluy', 'Josephine Ann Endicott', 'Lutz Förster', 'Pablo Aran Gimeno', 'Mechthild Großmann', 'Silvia Farias Heredia', 'Barbara Kaufmann', 'Nayoung Kim', 'Daphnis Kokkinos', 'Ed Kortlandt', 'Eddie Martinez', 'Dominique Mercy', 'Thusnelda Mercy', 'Cristiana Morganti', 'Morena Nascimento', 'Nazareth Panadero', 'Helena Pikon', 'Fabien Prioville', 'Jean-Laurent Sasportes', 'Franko Schmidt', 'Azusa Seyama', 'Julie Shanahan', 'Julie Anne Stanzak', 'Michael Strecker', 'Fernando Suels Mendoza', 'Aida Vainieri', 'Anna Wehsarg', 'Tsai Chin-Yu', 'Stephan Brinkmann', 'Alexeider Abad Gonzales', 'Meritxell Checa Esteban', 'Paul Hess', 'Rudolf Giglberger', 'Chrystel Wu Guillebeaud', 'Mu-Yi Kuo', 'Szu-Wei Wu', 'Tomoko Yamashita', 'Sergey Zhukov', 'Andy Zondag'",'Wim Wenders',2011-12-23,'IFC Films',103,3520458.0,"Pina is a feature-length dance film in 3D with the ensemble of the Tanztheater Wuppertal Pina Bausch, featuring the unique and inspiring art of the great German choreographer, who died in the summer of 2009. Pina is a film for Pina Bausch by Wim Wenders. He takes the audience on a sensual, visually stunning journey of discovery into a new dimension: straight onto the stage with the legendary Tanztheater Wuppertal Pina Bausch ensemble, he follows the dancers out of the theatre into the city and the surrounding areas of Wuppertal - the place, which for 35 years was the home and centre for Pina Bausch's creativity. -- (C) Official Site",0
106,Weekend,95,86,NR,"'Action & Adventure', 'Drama'","'Tom Cullen', 'Chris New', 'Jonathan Race', 'Laura Freeman', 'Johnny Wright', 'Loretto Murray', 'Sarah Churm', 'Vauxhall Jermaine', 'Larry Joe Doherty', 'Kieran Hardcastle', 'Mark Devenport', 'Julius Metson Scott', 'Martin Arrowsmith'",'Andrew Haigh',2011-09-23,'IFC Films',96,317593.0,"Weekend follows Russell (newcomer Tom Cullen, Best Actor winner at Nashville), who, after randomly picking up artist Glen (Chris New) at a nightclub on a Friday night, unexpectedly spends most of the next 48 hours with him in bedrooms and bars, telling stories and having sex, while developing a connection that will resonate throughout their lives. This affecting and naturalistic romance is beautifully realized, earning comparisons to Richard Linklater's Before Sunrise in its exploration of how two people can come together only briefly, yet impact each other in a profound way. -- (C) Sundance Selects",0
107,Pariah,94,82,R,'Drama',"'Adepero Oduye', 'Pernell Walker', 'Wendell Pierce', 'Gameela Wright', 'Sah",'Dee Rees',2011-12-28,'Focus Features',87,758099.0,"Adepero Oduye portrays Alike (pronounced ah-lee-kay), a 17-year-old African-American woman who lives with her parents Audrey and Arthur (Kim Wayans and Charles Parnell) and younger sister Sharonda (Sahra Mellesse) in Brooklyn's Fort Greene neighborhood. Alike is quietly but firmly embracing her identity as a lesbian. With the sometimes boisterous support of her best friend, out lesbian Laura (Pernell Walker), Alike is especially eager to find a girlfriend. At home, her parents' marriage is strained and there is further tension in the household whenever Alike's development becomes a topic of discussion. Pressed by her mother into making the acquaintance of a colleague's daughter, Bina (Aasha Davis), Alike finds Bina to be unexpectedly refreshing to socialize with. Wondering how much she can confide in her family, Alike strives to get through adolescence with grace, humor, and tenacity - sometimes succeeding, sometimes not, but always moving forward. -- (C) Official Site",0
108,The Arbor,96,75,NR,"'Art House & International', 'Documentary', 'Drama', 'Special Interest'","'Christine Bottomley', 'Manjinder Virk', 'Neil Dudgeon', 'Monica Dolan', 'Robert Emms', 'Natalie Gavin', 'Natalie Gavin', 'Jimi Mistry', 'Danny Webb', 'Kathryn Pogson', 'George Costigan', 'Robery Emms'",'Clio Barnard',2011-04-27,'Strand Releasing',90,21268.0,"Instead if making a conventional documentary or adapting Dunbar's play The Arbor for the screen, director Clio Barnard has crafted a truly unique work that transcends genre and defies categorization. Following two years conducting audio interviews with Dunbar's family, friends and neighbors, Barnard filmed actors lip-synching the interviews, flawlessly interpreting every breath, tick and nuance. The film focuses in particular on the playwright's troubled relationship with her daughter Lorraine who was just 10 when her mother died. Barnard re-introduces Lorraine, to her mother's play and private letters, prompting her to reflect on the extraordinary parallels between their lives. Interwoven with these interviews are staged scenes of Dunbar's play filmed on The Arbor, the street where she lived. -- (C) Strand",0
110,Being Elmo: A Puppeteer's Journey,95,87,PG,"'Documentary', 'Television'","'Kevin Clash', 'Whoopi Goldberg', 'Frank Oz', 'Cheryl Henson', ""Rosie O'Donnell"", 'Joan Ganz Cooney', 'Carroll Spinney', 'Fran Brill', 'Martin P. Robinson', 'Bill Barretta'","'Constance Marks', 'Philip Shane'",2011-10-21,'Submarine Deluxe',76,302652.0,"Beloved by children of all ages around the world, Elmo is an international icon. Few people know his creator, Kevin Clash, who dreamed of working with his idol, master puppeteer Jim Henson. Displaying his creativity and talent at a young age, Kevin ultimately found a home on Sesame Street. Narrated by Whoopi Goldberg, this documentary includes rare archival footage, interviews with Frank Oz, Rosie O'Donnell, Cheryl Henson, Joan Ganz Cooney and others and offers a behind-the-scenes look at Sesame Street and the Jim Henson Workshop. -- (C) Official Site",80
111,Arthur Christmas,92,76,PG,"'Animation', 'Comedy', 'Kids & Family'","'James McAvoy', 'Hugh Laurie', 'Bill Nighy', 'Jim Broadbent', 'Imelda Staunton', 'Ashley Jensen', 'Marc Wootton', 'Laura Linney', 'Eva Longoria', 'Ramona Marquez', 'Michael Palin', 'Sanjeev Bhaskar', 'Robbie Coltrane', 'Joan Cusack', 'Rhys Darby', 'Jane Horrocks', 'Iain McKee', 'Andy Serkis', 'Dominic West', 'Peter Baynham', 'Cody Cameron', 'Kevin Cecil', 'Kevin Eldon', 'Rich Fulcher', 'Bronagh Gallagher', 'Pete Jack', 'Danny John-Jules', 'Emma Kennedy', 'Stewart Lee', 'Seamus Malone', 'Kris Pearn', 'Alan Short', 'Sarah Smith', 'Adam Tandy', 'Miggie Donahoe', 'Finlay Duff', 'Rich Hall', 'Clint Dyer', 'Donnie Long', 'Jerry Lambert', 'Deborah Findlay', 'David Schneider', 'Ian Ashpitel', 'Julia Davis', 'Kerry Shale', 'Tamsin Greig', 'Alistair McGowan'","'Sarah Smith', 'Barry Cook'",2011-11-23,'Sony Pictures',97,46440491.0,"The 3D, CG-animated family comedy Arthur Christmas, an Aardman production for Sony Pictures Animation, at last reveals the incredible, never-before seen answer to every child's question: 'So how does Santa deliver all those presents in one night?' The answer: Santa's exhilarating, ultra-high-tech operation hidden beneath the North Pole. But at the heart of the film is a story with the ingredients of a Christmas classic - a family in a state of comic dysfunction and an unlikely hero, Arthur, with an urgent mission that must be completed before Christmas morning dawns. -- (C) Sony Pictures",232
112,The Descendants,89,79,R,"'Comedy', 'Drama'","'George Clooney', 'Shailene Woodley', 'Amara Miller', 'Beau Bridges', 'Nick Krause', 'Patti Hastie', 'Robert Forster', 'Judy Greer', 'Matthew Lillard', 'Grace A. Cruz', 'Kim Gennaula', 'Karen Kuioka Hironaga', 'Carmen Kaichi', 'Kaui Hart Hemmings', 'Matt Corboy', 'Matt Esecson', 'Michael Ontkean', 'Stanton Johnston', 'Jonathan McManus', 'Hugh Foster', 'Tiare R. Finney', 'Tom McTigue', 'Milt [Lewis] Kogan', 'Mary Birdsong', 'Rob Huebel', 'Laird Hamilton', 'Aileen ""Boo"" Arnold', 'Esther Kang', 'Melissa Kim', 'Barbara Lee Southern', 'Celia Kenney', 'Matthew Reese', 'Zoel Turnbull', 'Linda Rose Herman', 'Scott Michael Morgan', 'Darryl K. Gonzales', 'Koko Kanealii', 'Romey ""Keola"" Yokotake'",'Alexander Payne',2011-11-18,'Fox Searchlight Pictures',115,78500000.0,"From Alexander Payne, the creator of the Oscar-winning Sideways, set in Hawaii, The Descendants is a sometimes humorous, sometimes tragic journey for Matt King (George Clooney) an indifferent husband and father of two girls, who is forced to re-examine his past and embrace his future when his wife suffers a boating accident off of Waikiki. The event leads to a rapprochement with his young daughters while Matt wrestles with a decision to sell the family's land handed down from Hawaiian royalty and missionaries. -- (C) Fox Searchlight",169
113,Take Shelter,92,81,R,"'Drama', 'Mystery & Suspense'","'Michael Shannon', 'Jessica Chastain', 'Tova Stewart', 'Shea Whigham', 'Katy Mixon', 'Natasha Randall', 'Ron Kennard', 'Scott Knisley', 'Robert Longstreet', 'Heather Caldwell', 'Sheila Hullihen', 'John Kloock', 'Maryanna Alacchi', 'Jacque Jovic', 'Bob Maines', 'Charles R. Moore', 'Pete Ferry', 'Molly McGinnis', 'Angie Marino-Smith', 'Isabelle Smith', 'Tina Stump', 'Ken Strunk', 'Maryann Nagel', 'Hailee Dickens', 'Kathy Baker', 'Guy Van Swearingen', 'Lisa Gay Hamilton', 'William Alexander', 'Joanna Tyler', 'Stuart Greer', 'Ray McKinnon', 'Jake Lockwood', 'Kim Hendrickson', 'Bart Flynn', 'Nick Koesters', 'Jeffrey Grover'",'Jeff Nichols',2011-09-30,'Sony Pictures Classics',120,1600000.0,"Curtis LaForche lives in a small Ohio town with his wife Samantha and six-year-old daughter Hannah, who is deaf. Money is tight, and navigating Hannah's healthcare and special needs education is a constant struggle. Despite that, Curtis and Samantha are very much in love and their family is a happy one. Then Curtis begins having terrifying dreams about an encroaching, apocalyptic storm. He chooses to keep the disturbance to himself, channeling his anxiety into the obsessive building of a storm shelter in their backyard. But the resulting strain on his marriage and tension within the community doesn't compare to Curtis' private fear of what his dreams may truly signify. Faced with the proposition that his disturbing visions signal disaster of one kind or another, Curtis confides in Samantha, testing the power of their bond against the highest possible stakes. -- (C) Sony Classics",101
